PREF,CITY,CITY_NAME,YEAR,UNIT_WASTE,FW_RATIO,PAPER_RATIO,PLASTIC_RATIO,SYNTEX_RATIO,NATTEX_RATIO,WOOD_RATIO
26,204,Uji,2030,223.497,0.218,0.378,0.177,0.039,0.039,0.081
26,205,Miyazu,2030,366.756,0.355,0.351,0.071,0.036,0.036,0.099
26,206,Kameoka,2030,228.694,0.233,0.374,0.186,0.038,0.038,0.108
26,207,Joyo,2030,247.211,0.206,0.38,0.204,0.039,0.039,0.066
26,208,Muko,2030,225.771,0.24,0.357,0.249,0.036,0.036,0.058
26,209,Nagaokakyo,2030,244.937,0.24,0.357,0.249,0.036,0.036,0.058
26,210,Yawata,2030,244.937,0.212,0.379,0.182,0.039,0.039,0.074
26,211,Kyotanabe,2030,217.974,0.235,0.362,0.246,0.037,0.037,0.066
26,212,Kyotango,2030,333.621,0.207,0.34,0.161,0.035,0.035,0.201
26,213,Nantan,2030,210.503,0.221,0.421,0.227,0.043,0.043,0.03
26,214,Kizugawa,2030,209.203,0.281,0.311,0.238,0.032,0.032,0.085
26,303,Oyamazaki,2030,202.706,0.24,0.357,0.249,0.036,0.036,0.058
26,322,Kumiyama,2030,410.935,0.212,0.379,0.182,0.039,0.039,0.074
26,343,Ide,2030,297.887,0.206,0.38,0.204,0.039,0.039,0.066
26,344,Ujitawara,2030,272.549,0.206,0.38,0.204,0.039,0.039,0.066
26,364,Kasagi,2030,312.506,0.336,0.389,0.031,0.04,0.04,0.085
26,365,Wazuka,2030,221.548,0.336,0.389,0.031,0.04,0.04,0.085
26,366,Seika,2030,227.07,0.281,0.311,0.238,0.032,0.032,0.085
26,367,Minamiyamashiro,2030,216.025,0.336,0.389,0.031,0.04,0.04,0.085
26,407,Kyotanba,2030,202.382,0.221,0.421,0.227,0.043,0.043,0.03
26,463,Ine,2030,297.563,0.355,0.351,0.071,0.036,0.036,0.099
26,465,Yosano,2030,298.212,0.355,0.351,0.071,0.036,0.036,0.099
